0,1,2,3,4,race,income
-4.0,236829.0,0.0,25.0,75.0,2,-1
-1.0,117874.0,0.0,42.0,131.0,4,-1
0.0,106552.0,0.0,57.0,98.0,4,-1
-2.0,153904.0,0.0,57.0,92.0,4,1
-2.0,190918.0,0.0,45.0,82.0,4,1
-4.0,191011.0,0.0,31.0,83.0,4,-1
-2.0,89082.0,0.0,35.0,96.0,4,-1
7686.0,238355.0,0.0,30.0,92.0,4,1
-2.0,259536.0,0.0,54.0,102.0,4,-1
-2.0,189291.0,0.0,17.0,66.0,4,-1
0.0,132493.0,0.0,38.0,73.0,4,-1
-2.0,205671.0,0.0,22.0,91.0,4,1
-2.0,182328.0,0.0,30.0,81.0,4,-1
3462.0,216265.0,0.0,25.0,68.0,4,-1
3670.0,166426.0,0.0,49.0,91.0,2,-1
-4.0,152255.0,0.0,17.0,76.0,1,-1
-2.0,155668.0,0.0,40.0,102.0,4,-1
0.0,155203.0,0.0,30.0,80.0,4,-1
-4.0,100941.0,0.0,38.0,79.0,4,-1
-4.0,162949.0,0.0,19.0,81.0,4,-1
-2.0,334359.0,0.0,23.0,82.0,4,1
-2.0,181607.0,0.0,15.0,85.0,2,-1
-2.0,133978.0,0.0,56.0,109.0,1,-1
0.0,210230.0,0.0,41.0,90.0,2,-1
-2.0,169722.0,0.0,45.0,60.0,4,1
7296.0,300107.0,0.0,53.0,122.0,4,1
-4.0,271530.0,0.0,10.0,70.0,1,-1
-4.0,51262.0,0.0,18.0,59.0,4,-1
-2.0,26681.0,0.0,38.0,146.0,4,-1
-2.0,194591.0,0.0,50.0,100.0,4,-1
-2.0,177983.0,0.0,31.0,89.0,4,1
-4.0,315654.0,0.0,21.0,32.0,1,-1
-2.0,136922.0,0.0,44.0,93.0,4,-1
-2.0,230970.0,0.0,39.0,81.0,4,-1
0.0,167072.0,0.0,13.0,79.0,4,-1
-2.0,120140.0,0.0,40.0,82.0,4,-1
-4.0,243369.0,0.0,11.0,80.0,4,-1
-4.0,171891.0,0.0,19.0,94.0,4,-1
-4.0,136875.0,0.0,9.0,86.0,4,-1
-2.0,318315.0,0.0,29.0,86.0,4,-1
-2.0,185473.0,0.0,47.0,100.0,4,1
0.0,81770.0,0.0,53.0,58.0,4,-1
0.0,43727.0,0.0,23.0,88.0,4,-1
0.0,220950.0,0.0,25.0,82.0,4,-1
-2.0,148658.0,0.0,36.0,66.0,4,-1
-4.0,40821.0,0.0,42.0,92.0,0,-1
0.0,183482.0,0.0,24.0,93.0,4,-1
-2.0,108510.0,0.0,51.0,87.0,4,1
0.0,204847.0,0.0,39.0,81.0,4,-1
0.0,132695.0,0.0,18.0,85.0,4,-1
-4.0,117912.0,0.0,21.0,83.0,4,-1
-4.0,304395.0,0.0,14.0,77.0,4,-1
-3.0,248114.0,0.0,37.0,65.0,4,-1
-2.0,167131.0,0.0,26.0,67.0,4,1
-4.0,215471.0,0.0,13.0,64.0,4,-1
0.0,259729.0,0.0,17.0,72.0,2,-1
0.0,35839.0,0.0,6.0,89.0,4,-1
-4.0,248804.0,0.0,26.0,91.0,4,-1
-2.0,126603.0,0.0,39.0,88.0,4,1
0.0,128064.0,0.0,20.0,80.0,4,-1
-2.0,182160.0,0.0,26.0,108.0,4,1
-2.0,113558.0,0.0,23.0,88.0,4,1
-4.0,252163.0,0.0,11.0,75.0,4,-1
0.0,45901.0,0.0,27.0,81.0,4,-1
0.0,112270.0,0.0,30.0,84.0,4,-1
0.0,47799.0,0.0,21.0,57.0,4,-1
-2.0,202989.0,0.0,34.0,35.0,4,-1
-4.0,34927.0,0.0,11.0,81.0,4,-1
-2.0,91255.0,0.0,47.0,40.0,1,-1
5176.0,133005.0,0.0,24.0,93.0,4,1
-4.0,306226.0,0.0,29.0,84.0,2,-1
-5.0,203579.0,0.0,14.0,86.0,2,-1
-5.0,355931.0,0.0,37.0,76.0,4,-1
-2.0,198856.0,0.0,27.0,98.0,4,1
0.0,282977.0,0.0,33.0,83.0,4,-1
-2.0,312206.0,0.0,29.0,114.0,4,1
4384.0,98785.0,0.0,48.0,105.0,4,-1
-2.0,200259.0,0.0,27.0,82.0,4,1
-4.0,182781.0,0.0,11.0,90.0,1,-1
-2.0,199915.0,0.0,26.0,102.0,4,-1
-4.0,172119.0,0.0,25.0,68.0,3,1
-4.0,35308.0,0.0,46.0,110.0,4,1
-4.0,216874.0,0.0,20.0,100.0,4,-1
-4.0,332200.0,0.0,21.0,105.0,4,-1
-4.0,255118.0,0.0,49.0,88.0,4,-1
-4.0,111339.0,0.0,17.0,71.0,4,-1
0.0,238440.0,0.0,46.0,78.0,4,-1
-4.0,131561.0,0.0,24.0,87.0,4,-1
-2.0,110245.0,0.0,34.0,107.0,4,-1
-4.0,255842.0,0.0,28.0,85.0,2,-1
-4.0,175655.0,0.0,14.0,78.0,4,-1
-4.0,83008.0,0.0,11.0,80.0,4,-1
-4.0,164329.0,0.0,9.0,92.0,4,-1
-4.0,263509.0,0.0,15.0,83.0,4,-1
0.0,162390.0,0.0,46.0,90.0,4,-1
-2.0,229664.0,0.0,32.0,98.0,4,1
-5.0,357357.0,0.0,16.0,97.0,4,-1
-4.0,269667.0,0.0,7.0,86.0,4,-1
-2.0,82893.0,0.0,26.0,64.0,4,-1
-4.0,389764.0,0.0,9.0,60.0,4,-1
-2.0,197036.0,0.0,24.0,89.0,4,1
-2.0,207694.0,0.0,34.0,58.0,4,-1
2103.0,222934.0,0.0,13.0,86.0,4,-1
-4.0,196400.0,0.0,16.0,50.0,4,-1
-4.0,50354.0,0.0,18.0,80.0,4,-1
-4.0,214140.0,0.0,25.0,136.0,0,-1
-2.0,114047.0,0.0,35.0,108.0,4,1
-2.0,192062.0,0.0,38.0,102.0,4,1
-2.0,240244.0,0.0,43.0,67.0,1,1
-2.0,44415.0,0.0,37.0,110.0,4,-1
-2.0,191513.0,0.0,26.0,100.0,4,-1
0.0,163539.0,0.0,21.0,87.0,0,-1
-2.0,136832.0,0.0,37.0,75.0,4,-1
-2.0,121922.0,0.0,48.0,82.0,4,1
-4.0,58633.0,0.0,19.0,92.0,4,-1
-4.0,74069.0,0.0,19.0,101.0,4,-1
4384.0,144272.0,0.0,24.0,85.0,2,1
-6.0,182040.0,0.0,53.0,75.0,4,-1
-4.0,209049.0,0.0,32.0,86.0,4,-1
0.0,206055.0,0.0,23.0,85.0,4,-1
-4.0,182498.0,0.0,19.0,85.0,4,-1
-5.0,185066.0,0.0,31.0,70.0,4,-1
-2.0,147482.0,0.0,53.0,90.0,4,-1
14340.0,221736.0,0.0,42.0,93.0,4,1
-4.0,388821.0,0.0,2.0,79.0,4,-1
-4.0,221921.0,0.0,17.0,84.0,4,-1
-2.0,48198.0,0.0,24.0,97.0,4,-1
-4.0,382285.0,0.0,26.0,81.0,4,-1
-4.0,48360.0,0.0,14.0,83.0,4,-1
-4.0,144623.0,0.0,36.0,87.0,4,1
15022.0,137955.0,0.0,54.0,98.0,4,1
-2.0,249580.0,0.0,21.0,90.0,4,-1
-2.0,121328.0,0.0,68.0,59.0,4,-1
7296.0,224540.0,0.0,32.0,81.0,4,1
-4.0,185027.0,0.0,30.0,86.0,3,-1
0.0,27890.0,0.0,58.0,86.0,4,-1
-2.0,94749.0,0.0,55.0,71.0,4,-1
-4.0,110018.0,0.0,14.0,65.0,4,-1
-2.0,191265.0,0.0,37.0,117.0,4,1
-2.0,256875.0,0.0,40.0,100.0,4,-1
-2.0,197157.0,0.0,52.0,73.0,4,1
0.0,312285.0,0.0,28.0,107.0,4,-1
-5.0,118666.0,0.0,12.0,85.0,4,-1
-6.0,224349.0,0.0,63.0,83.0,4,-1
5011.0,242498.0,0.0,32.0,79.0,4,-1
-4.0,234980.0,0.0,5.0,79.0,2,-1
-4.0,227924.0,0.0,12.0,75.0,4,-1
-4.0,107607.0,0.0,29.0,75.0,4,-1
-4.0,160972.0,0.0,33.0,86.0,4,-1
3101.0,353892.0,0.0,26.0,98.0,4,1
-4.0,188960.0,0.0,8.0,91.0,4,-1
-2.0,201341.0,0.0,33.0,98.0,4,1
-4.0,218688.0,0.0,12.0,99.0,4,-1
-2.0,184264.0,0.0,11.0,91.0,4,-1
-2.0,200978.0,0.0,23.0,84.0,4,1
-4.0,102274.0,0.0,14.0,81.0,4,-1
-4.0,300593.0,0.0,13.0,84.0,4,-1
-4.0,208956.0,0.0,8.0,64.0,4,-1
-2.0,105034.0,0.0,31.0,103.0,4,-1
-4.0,124761.0,0.0,6.0,68.0,4,-1
-4.0,274064.0,0.0,18.0,54.0,2,-1
-2.0,132892.0,0.0,33.0,82.0,4,1
0.0,260973.0,0.0,38.0,78.0,4,-1
0.0,208424.0,0.0,48.0,43.0,2,-1
-2.0,356948.0,0.0,34.0,82.0,4,1
-2.0,154423.0,0.0,30.0,92.0,4,1
0.0,35388.0,0.0,19.0,85.0,4,-1
-2.0,302947.0,0.0,74.0,72.0,4,-1
0.0,73631.0,0.0,17.0,85.0,4,-1
15022.0,108154.0,0.0,29.0,87.0,4,1
-2.0,217207.0,0.0,59.0,54.0,4,-1
-4.0,157341.0,0.0,12.0,82.0,4,-1
-2.0,202967.0,0.0,47.0,90.0,4,-1
-4.0,173504.0,0.0,21.0,81.0,4,-1
0.0,152026.0,0.0,54.0,62.0,4,-1
-2.0,444228.0,0.0,27.0,87.0,2,-1
-2.0,125130.0,0.0,32.0,77.0,4,-1
-4.0,190439.0,0.0,8.0,87.0,4,-1
-4.0,190315.0,0.0,19.0,78.0,4,-1
4384.0,248177.0,0.0,43.0,100.0,4,1
-2.0,208549.0,0.0,16.0,128.0,4,-1
-4.0,343737.0,0.0,31.0,39.0,4,1
-2.0,196386.0,0.0,31.0,87.0,4,1
-2.0,433798.0,0.0,20.0,92.0,4,1
-2.0,122095.0,0.0,44.0,89.0,4,-1
-4.0,137325.0,0.0,31.0,96.0,4,-1
-2.0,33077.0,0.0,35.0,93.0,4,-1
-2.0,210697.0,0.0,50.0,63.0,4,-1
4861.0,117846.0,0.0,18.0,84.0,4,-1
-4.0,103483.0,0.0,30.0,87.0,4,-1
-2.0,115896.0,0.0,59.0,82.0,4,1
-4.0,233939.0,0.0,31.0,81.0,4,-1
-2.0,52791.0,0.0,31.0,91.0,4,-1
-2.0,586671.0,0.0,39.0,67.0,4,1
0.0,113084.0,0.0,58.0,81.0,4,-1
-4.0,251916.0,0.0,20.0,92.0,4,-1
-6.0,225974.0,0.0,66.0,58.0,4,-1
-4.0,194106.0,0.0,2.0,79.0,4,-1
-4.0,263844.0,0.0,21.0,80.0,4,-1
-2.0,133144.0,0.0,31.0,92.0,4,1
-4.0,121640.0,0.0,33.0,72.0,4,-1
-2.0,40777.0,0.0,12.0,81.0,4,-1
-4.0,355798.0,0.0,19.0,90.0,2,-1
0.0,311924.0,0.0,29.0,80.0,4,-1
-2.0,91202.0,0.0,18.0,66.0,4,-1
-2.0,344075.0,0.0,31.0,88.0,4,1
0.0,113836.0,0.0,35.0,86.0,4,-1
7430.0,185814.0,0.0,40.0,89.0,2,1
-4.0,76116.0,0.0,22.0,97.0,4,1
-4.0,117628.0,0.0,9.0,79.0,4,-1
-6.0,238017.0,0.0,29.0,80.0,4,-1
-2.0,136493.0,0.0,27.0,110.0,4,1
-2.0,287097.0,0.0,39.0,76.0,4,1
-4.0,351050.0,0.0,5.0,74.0,4,-1
-2.0,1226596.0,0.0,30.0,102.0,4,1
-4.0,195776.0,0.0,15.0,81.0,4,-1
-4.0,187550.0,0.0,13.0,81.0,4,-1
0.0,79381.0,0.0,32.0,91.0,4,-1
-2.0,226678.0,0.0,25.0,84.0,2,1
-2.0,213219.0,0.0,41.0,81.0,4,1
-2.0,211015.0,0.0,38.0,105.0,2,-1
-4.0,96191.0,0.0,16.0,80.0,4,-1
15022.0,328229.0,0.0,41.0,82.0,4,1
-2.0,110726.0,0.0,34.0,100.0,4,1
-2.0,225469.0,0.0,42.0,92.0,4,1
-2.0,161179.0,0.0,50.0,78.0,4,-1
-2.0,120298.0,0.0,38.0,98.0,4,1
0.0,180319.0,0.0,30.0,86.0,4,-1
-2.0,39639.0,0.0,57.0,90.0,4,-1
-4.0,273831.0,0.0,47.0,71.0,4,-1
0.0,172080.0,0.0,45.0,71.0,2,-1
-4.0,218896.0,0.0,17.0,79.0,4,-1
-4.0,664679.0,0.0,13.0,81.0,2,-1
0.0,209158.0,0.0,35.0,82.0,4,-1
-2.0,84632.0,0.0,21.0,81.0,4,1
-2.0,447355.0,0.0,29.0,100.0,4,1
-4.0,37885.0,0.0,46.0,109.0,4,-1
-4.0,99099.0,0.0,45.0,93.0,4,-1
-2.0,145714.0,0.0,38.0,79.0,1,-1
-2.0,326897.0,0.0,34.0,87.0,4,1
-4.0,181764.0,0.0,10.0,80.0,4,-1
-3.0,249377.0,0.0,50.0,112.0,4,-1
-4.0,326414.0,0.0,32.0,88.0,4,-1
-5.0,504728.0,0.0,45.0,81.0,4,-1
-4.0,88974.0,0.0,35.0,117.0,0,-1
-2.0,172732.0,0.0,37.0,81.0,4,-1
-2.0,148962.0,0.0,43.0,102.0,4,1
-4.0,342759.0,0.0,17.0,64.0,4,-1
-6.0,220875.0,0.0,52.0,86.0,2,-1
-6.0,29684.0,0.0,64.0,59.0,4,-1
-4.0,183621.0,0.0,35.0,79.0,4,-1
-4.0,115225.0,0.0,21.0,97.0,4,-1
-2.0,152241.0,0.0,16.0,90.0,4,-1
-4.0,41366.0,0.0,8.0,79.0,4,-1
-4.0,225152.0,0.0,13.0,81.0,4,-1
-4.0,121322.0,0.0,15.0,81.0,4,-1
-4.0,134830.0,0.0,15.0,80.0,4,-1
-2.0,311363.0,0.0,46.0,82.0,4,1
-2.0,102112.0,0.0,25.0,80.0,4,-1
-2.0,427065.0,0.0,36.0,71.0,4,-1
0.0,117869.0,0.0,32.0,86.0,2,-1
0.0,285890.0,0.0,52.0,87.0,4,-1
-4.0,212810.0,0.0,11.0,91.0,4,-1
-2.0,194873.0,0.0,17.0,69.0,4,-1
-2.0,31445.0,0.0,39.0,95.0,4,-1
0.0,148263.0,0.0,38.0,103.0,4,-1
-6.0,113037.0,0.0,69.0,52.0,2,-1
1842.0,106604.0,0.0,61.0,80.0,4,-1
-4.0,144530.0,0.0,18.0,87.0,2,-1
-4.0,172241.0,0.0,10.0,87.0,4,-1
3882.0,123601.0,0.0,46.0,75.0,2,-1
-4.0,191931.0,0.0,11.0,92.0,4,-1
3469.0,237388.0,0.0,55.0,84.0,4,-1
-4.0,208472.0,0.0,7.0,71.0,4,-1
-2.0,68994.0,0.0,43.0,79.0,4,-1
0.0,22423.0,0.0,47.0,102.0,4,-1
-2.0,163056.0,0.0,45.0,81.0,4,-1
-2.0,156483.0,0.0,40.0,92.0,4,-1
-4.0,124964.0,0.0,2.0,68.0,4,-1
-2.0,197712.0,0.0,36.0,81.0,4,-1
-4.0,166424.0,0.0,14.0,104.0,4,-1
-2.0,116226.0,0.0,43.0,94.0,4,1
-4.0,33653.0,0.0,10.0,70.0,4,-1
-2.0,35323.0,0.0,36.0,118.0,4,1
-4.0,73032.0,0.0,40.0,89.0,4,-1
-5.0,169191.0,0.0,43.0,72.0,4,-1
-5.0,20448.0,0.0,38.0,58.0,0,-1
-4.0,109878.0,0.0,11.0,71.0,4,-1
0.0,316859.0,0.0,46.0,86.0,4,-1
-2.0,208056.0,0.0,25.0,105.0,4,1
-2.0,153799.0,0.0,49.0,80.0,2,-1
0.0,153461.0,0.0,47.0,75.0,4,-1
0.0,96849.0,0.0,48.0,87.0,4,-1
-2.0,192741.0,0.0,65.0,64.0,4,-1
-4.0,209110.0,0.0,25.0,79.0,4,-1
-2.0,146928.0,0.0,34.0,80.0,4,1
-2.0,192333.0,0.0,33.0,87.0,4,1
-4.0,217028.0,0.0,37.0,77.0,2,-1
-2.0,198220.0,0.0,26.0,82.0,4,-1
-4.0,222500.0,0.0,7.0,85.0,4,-1
0.0,106767.0,0.0,16.0,85.0,4,-1
0.0,561343.0,0.0,23.0,92.0,4,-1
-4.0,203723.0,0.0,22.0,85.0,4,-1
0.0,203332.0,0.0,31.0,78.0,4,-1
4384.0,123712.0,0.0,44.0,85.0,4,1
-4.0,312024.0,0.0,41.0,87.0,2,-1
-2.0,209438.0,0.0,14.0,44.0,4,-1
7686.0,230302.0,0.0,50.0,79.0,4,1
-4.0,114427.0,0.0,17.0,81.0,4,-1
3321.0,120251.0,0.0,20.0,81.0,4,-1
0.0,100381.0,0.0,38.0,101.0,4,-1
-2.0,42492.0,0.0,38.0,112.0,4,-1
-2.0,130628.0,0.0,34.0,45.0,1,-1
-4.0,134376.0,0.0,27.0,75.0,4,-1
0.0,147108.0,0.0,31.0,77.0,4,-1
4384.0,36227.0,0.0,30.0,89.0,4,1
0.0,119913.0,0.0,37.0,102.0,4,1
-4.0,105792.0,0.0,40.0,90.0,4,1
-2.0,165027.0,0.0,67.0,89.0,4,-1
15022.0,187113.0,0.0,24.0,90.0,4,1
0.0,142039.0,0.0,28.0,79.0,4,-1
-2.0,241369.0,0.0,27.0,49.0,4,-1
3101.0,121332.0,0.0,57.0,88.0,4,1
15022.0,151590.0,0.0,42.0,88.0,4,1
-2.0,162585.0,0.0,26.0,82.0,4,-1
-2.0,35926.0,0.0,19.0,90.0,4,-1
-2.0,35727.0,0.0,56.0,91.0,4,1
-4.0,194783.0,0.0,31.0,87.0,4,-1
-4.0,62165.0,0.0,21.0,85.0,2,-1
-2.0,193698.0,0.0,36.0,81.0,4,1
-5.0,174380.0,0.0,34.0,105.0,4,-1
-2.0,161018.0,0.0,22.0,124.0,4,-1
-4.0,270526.0,0.0,14.0,74.0,4,-1
-2.0,163860.0,0.0,38.0,93.0,4,1
-4.0,193893.0,0.0,33.0,85.0,4,-1
0.0,160041.0,0.0,59.0,81.0,4,-1
-4.0,189954.0,0.0,19.0,112.0,2,-1
-6.0,115373.0,0.0,74.0,85.0,4,-1
-4.0,163183.0,0.0,33.0,80.0,4,-1
3321.0,188912.0,0.0,30.0,75.0,4,-1
-4.0,214409.0,0.0,8.0,81.0,4,-1
-6.0,156625.0,0.0,49.0,87.0,2,-1
0.0,204874.0,0.0,25.0,85.0,4,-1
-2.0,55930.0,0.0,23.0,78.0,4,-1
2973.0,172488.0,0.0,32.0,88.0,1,-1
-4.0,153091.0,0.0,16.0,80.0,4,-1
0.0,195432.0,0.0,34.0,88.0,2,-1
-4.0,276848.0,0.0,18.0,66.0,2,-1
-2.0,99430.0,0.0,22.0,90.0,4,1
-2.0,119109.0,0.0,40.0,141.0,4,1
-2.0,83420.0,0.0,36.0,82.0,4,1
-4.0,199001.0,0.0,13.0,84.0,4,-1
-2.0,337834.0,0.0,38.0,86.0,4,-1
-2.0,192015.0,0.0,29.0,82.0,4,1
0.0,189355.0,0.0,18.0,84.0,4,-1
-4.0,231971.0,0.0,8.0,86.0,4,-1
13546.0,164501.0,0.0,20.0,98.0,4,1
-2.0,200484.0,0.0,43.0,97.0,4,1
-6.0,231216.0,0.0,63.0,88.0,4,1
0.0,184856.0,0.0,26.0,80.0,4,-1
0.0,233864.0,0.0,37.0,80.0,4,-1
-4.0,499010.0,0.0,17.0,68.0,4,-1
0.0,125778.0,0.0,51.0,68.0,4,-1
-4.0,256758.0,0.0,25.0,80.0,4,-1
-4.0,157637.0,0.0,22.0,80.0,4,-1
-2.0,146780.0,0.0,46.0,88.0,4,1
-4.0,118301.0,0.0,33.0,122.0,4,-1
0.0,313190.0,0.0,34.0,77.0,2,-1
-2.0,87903.0,0.0,28.0,110.0,4,-1
-2.0,226453.0,0.0,20.0,96.0,4,1
-2.0,81142.0,0.0,32.0,72.0,1,-1
-4.0,216449.0,0.0,13.0,81.0,2,-1
-4.0,213425.0,0.0,16.0,91.0,4,-1
-6.0,179367.0,0.0,25.0,75.0,4,-1
4097.0,369838.0,0.0,25.0,100.0,4,-1
-2.0,199773.0,0.0,45.0,86.0,4,-1
-4.0,239403.0,0.0,18.0,68.0,4,-1
0.0,173623.0,0.0,37.0,108.0,4,-1
-2.0,37878.0,0.0,34.0,92.0,4,-1
-2.0,302854.0,0.0,20.0,91.0,4,-1
-4.0,85232.0,0.0,25.0,73.0,2,-1
-2.0,48277.0,0.0,30.0,97.0,4,-1
-2.0,173977.0,0.0,31.0,86.0,4,-1
-4.0,70993.0,0.0,12.0,62.0,1,-1
0.0,166862.0,0.0,46.0,85.0,4,-1
-4.0,256200.0,0.0,4.0,64.0,2,-1
-4.0,162884.0,0.0,22.0,89.0,4,-1
-2.0,152152.0,0.0,81.0,46.0,4,-1
0.0,139202.0,0.0,32.0,81.0,4,-1
-4.0,791094.0,0.0,14.0,91.0,4,-1
-2.0,137223.0,0.0,16.0,87.0,2,-1
-4.0,183268.0,0.0,5.0,79.0,4,-1
-6.0,154044.0,0.0,58.0,76.0,2,-1
3101.0,115336.0,0.0,38.0,82.0,4,1
-4.0,213067.0,0.0,37.0,90.0,3,-1
0.0,155075.0,0.0,29.0,89.0,4,-1
-4.0,33560.0,0.0,10.0,92.0,4,-1
0.0,170004.0,0.0,29.0,81.0,4,-1
99994.0,168276.0,0.0,38.0,92.0,4,1
-2.0,104205.0,0.0,33.0,91.0,4,-1
-4.0,114068.0,0.0,36.0,83.0,4,-1
-4.0,274408.0,0.0,10.0,60.0,2,-1
2226.0,27988.0,0.0,67.0,70.0,4,-1
-6.0,244133.0,0.0,58.0,40.0,4,-1
-2.0,196584.0,0.0,44.0,95.0,4,1
0.0,101616.0,0.0,58.0,55.0,4,-1
-4.0,122441.0,0.0,41.0,89.0,4,-1
0.0,255831.0,0.0,52.0,102.0,4,-1
-6.0,195193.0,0.0,61.0,26.0,4,-1
-4.0,245381.0,0.0,24.0,79.0,4,-1
-1.0,169596.0,0.0,20.0,83.0,4,1
-4.0,224541.0,0.0,24.0,86.0,4,-1
-5.0,186160.0,0.0,16.0,92.0,4,-1
-4.0,118706.0,0.0,17.0,81.0,4,-1
-2.0,297462.0,0.0,34.0,88.0,4,1
-2.0,125221.0,0.0,32.0,88.0,4,-1
-4.0,393277.0,0.0,23.0,88.0,4,-1
-4.0,108153.0,0.0,32.0,66.0,4,-1
-4.0,264981.0,0.0,57.0,79.0,4,-1
-2.0,318115.0,0.0,53.0,82.0,4,1
0.0,156034.0,0.0,19.0,83.0,4,-1
-4.0,149464.0,0.0,30.0,87.0,2,-1
-4.0,359988.0,0.0,24.0,60.0,4,-1
-2.0,165122.0,0.0,39.0,88.0,4,1
-2.0,115189.0,0.0,34.0,80.0,4,1
-4.0,149234.0,0.0,7.0,82.0,4,-1
-4.0,352068.0,0.0,35.0,82.0,4,-1
-2.0,174730.0,0.0,33.0,100.0,4,1
-2.0,173077.0,0.0,66.0,44.0,4,-1
-2.0,149437.0,0.0,18.0,81.0,4,-1
-2.0,135725.0,0.0,47.0,113.0,4,-1
0.0,44225.0,0.0,36.0,88.0,4,-1
99997.0,37370.0,0.0,24.0,98.0,4,1
-2.0,178265.0,0.0,8.0,49.0,4,-1
-2.0,70631.0,0.0,25.0,22.0,1,-1
15022.0,154960.0,0.0,19.0,102.0,4,1
0.0,356946.0,0.0,36.0,82.0,4,1
-4.0,271724.0,0.0,13.0,77.0,4,-1
-4.0,247034.0,0.0,15.0,93.0,4,-1
-4.0,107426.0,0.0,24.0,83.0,4,-1
-4.0,116567.0,0.0,33.0,80.0,4,-1
-4.0,917228.0,0.0,25.0,92.0,2,-1
-4.0,430094.0,0.0,13.0,92.0,2,-1
0.0,202947.0,0.0,27.0,84.0,4,-1
-2.0,62748.0,0.0,23.0,91.0,4,-1
-2.0,508557.0,0.0,17.0,93.0,4,-1
7686.0,275236.0,0.0,34.0,90.0,4,1
-2.0,381940.0,0.0,30.0,98.0,4,-1
-4.0,246985.0,0.0,24.0,91.0,4,-1
0.0,105440.0,0.0,41.0,87.0,2,-1
-2.0,146316.0,0.0,34.0,85.0,4,-1
-2.0,159885.0,0.0,43.0,91.0,4,-1
-4.0,204651.0,0.0,7.0,86.0,4,-1
-4.0,66310.0,0.0,29.0,80.0,1,1
-2.0,227617.0,0.0,39.0,71.0,4,-1
-2.0,107754.0,0.0,51.0,78.0,4,-1
-2.0,362309.0,0.0,37.0,92.0,4,1
-4.0,263350.0,0.0,5.0,62.0,4,-1
-4.0,141927.0,0.0,8.0,66.0,4,-1
-2.0,294307.0,0.0,27.0,82.0,4,-1
-4.0,128749.0,0.0,40.0,89.0,4,-1
-2.0,511300.0,0.0,27.0,97.0,4,1
-2.0,302416.0,0.0,16.0,90.0,4,1
0.0,101527.0,0.0,17.0,75.0,4,-1
-3.0,161348.0,0.0,48.0,53.0,1,-1
-4.0,189158.0,0.0,11.0,92.0,4,-1
-2.0,103126.0,0.0,36.0,108.0,4,1
-5.0,51633.0,0.0,44.0,91.0,4,-1
-4.0,31615.0,0.0,12.0,80.0,4,-1
-4.0,34301.0,0.0,19.0,84.0,4,-1
-4.0,107894.0,0.0,15.0,56.0,4,-1
-4.0,39537.0,0.0,17.0,79.0,4,-1
-4.0,135320.0,0.0,13.0,83.0,3,-1
0.0,107821.0,0.0,21.0,81.0,4,-1
-4.0,229738.0,0.0,21.0,92.0,4,-1
-5.0,111900.0,0.0,32.0,86.0,2,-1
-4.0,340926.0,0.0,24.0,84.0,4,-1
0.0,202958.0,0.0,64.0,71.0,2,-1
-3.0,333239.0,0.0,71.0,54.0,4,-1
0.0,114967.0,0.0,30.0,85.0,4,-1
-2.0,159882.0,0.0,41.0,82.0,4,1
-2.0,57769.0,0.0,48.0,110.0,4,1
-2.0,207073.0,0.0,22.0,85.0,4,-1
3670.0,193100.0,0.0,11.0,80.0,4,-1
-4.0,151374.0,0.0,52.0,80.0,4,-1
7892.0,88652.0,0.0,56.0,99.0,4,1
-4.0,306952.0,0.0,22.0,80.0,4,-1
-2.0,102839.0,0.0,47.0,57.0,4,-1
-4.0,210039.0,0.0,2.0,79.0,4,-1
4865.0,154259.0,0.0,31.0,103.0,4,-1
-4.0,142528.0,0.0,19.0,84.0,4,-1
-3.0,104468.0,0.0,43.0,77.0,1,-1
-2.0,192240.0,0.0,67.0,82.0,4,-1
-4.0,292601.0,0.0,22.0,82.0,4,-1
-2.0,330145.0,0.0,17.0,92.0,4,1
-4.0,51121.0,0.0,10.0,91.0,4,-1
-2.0,258046.0,0.0,26.0,47.0,4,1
-2.0,190206.0,0.0,35.0,89.0,4,1
0.0,349075.0,0.0,28.0,85.0,4,-1
-2.0,191197.0,0.0,51.0,78.0,4,-1
2633.0,133512.0,0.0,26.0,65.0,4,-1
-6.0,146507.0,0.0,30.0,98.0,4,-1
-3.0,242080.0,0.0,5.0,91.0,4,-1
0.0,175129.0,0.0,30.0,81.0,4,-1
-2.0,416586.0,0.0,19.0,90.0,2,-1
-4.0,253827.0,0.0,23.0,88.0,4,-1
-2.0,159260.0,0.0,28.0,88.0,4,1
0.0,102480.0,0.0,29.0,117.0,4,-1
-2.0,213474.0,0.0,31.0,81.0,4,-1
-4.0,211979.0,0.0,13.0,67.0,4,-1
-2.0,32030.0,0.0,32.0,88.0,4,1
-2.0,512999.0,0.0,72.0,93.0,2,-1
-4.0,135029.0,0.0,29.0,92.0,4,-1
-2.0,109142.0,0.0,30.0,78.0,4,-1
-2.0,142722.0,0.0,17.0,81.0,4,-1
-4.0,76913.0,0.0,17.0,91.0,4,-1
0.0,112186.0,0.0,18.0,80.0,4,-1
0.0,262246.0,0.0,34.0,82.0,4,1
-2.0,122075.0,0.0,42.0,51.0,4,-1
-5.0,194694.0,0.0,24.0,93.0,4,-1
2883.0,306687.0,0.0,28.0,85.0,4,-1
590.0,217779.0,0.0,1.0,49.0,4,-1
-2.0,308954.0,0.0,26.0,81.0,4,1
-2.0,46708.0,0.0,45.0,80.0,4,-1
-2.0,377762.0,0.0,43.0,92.0,4,-1
