,0,1,2,3,4,race,income
2243,15024.0,69914.0,0.0,60.0,38.0, White,1
2244,1.0,297781.0,-1.0,39.0,40.0, Black,-1
2245,-1.0,216617.0,-1.0,46.0,44.0, White,1
2246,2.0,254468.0,-1.0,55.0,40.0, White,1
2247,1.0,304711.0,-1.0,55.0,55.0, White,-1
2248,1.0,48131.0,1.0,22.0,40.0, White,-1
2249,1.0,125237.0,-1.0,31.0,50.0, White,-1
2250,1.0,408019.0,2.0,18.0,15.0, White,-1
2251,1.0,161652.0,-1.0,59.0,45.0, White,1
2252,1.0,181221.0,1.0,33.0,39.0, White,-1
2253,1.0,76493.0,-1.0,48.0,48.0, White,-1
2254,1.0,295083.0,0.0,26.0,51.0, Black,-1
2255,2.0,69603.0,-2.0,47.0,40.0, White,-1
2256,1.0,262471.0,-1.0,40.0,40.0, Black,-1
2257,1.0,112689.0,-1.0,36.0,19.0, White,-1
2258,1.0,342657.0,0.0,37.0,41.0, White,-1
2259,0.0,211980.0,1.0,26.0,41.0, White,-1
2260,0.0,153551.0,-1.0,48.0,37.0, White,1
2261,1.0,188932.0,1.0,23.0,24.0, White,-1
2262,1.0,391126.0,2.0,31.0,41.0, White,-1
2263,1.0,45609.0,-1.0,53.0,51.0, White,-1
2264,1.0,119938.0,1.0,39.0,48.0, White,-1
2265,1.0,130453.0,1.0,24.0,31.0, White,-1
2266,1.0,192613.0,-1.0,42.0,39.0, White,1
2267,0.0,330796.0,-1.0,61.0,40.0, White,1
2268,1.0,167046.0,-2.0,38.0,40.0, White,-1
2269,2.0,93184.0,-1.0,40.0,60.0, White,-1
2270,1.0,205916.0,0.0,27.0,45.0, White,1
2271,0.0,197510.0,2.0,24.0,20.0, White,-1
2272,1.0,226952.0,-1.0,30.0,54.0, White,-1
2273,1.0,199205.0,0.0,61.0,40.0, White,-1
2274,0.0,187884.0,-1.0,39.0,40.0, White,1
2275,7689.0,364915.0,-2.0,56.0,65.0, White,1
2276,1.0,438005.0,1.0,29.0,59.0, Black,-1
2277,1.0,166835.0,-1.0,27.0,31.0, White,-1
2278,15024.0,207833.0,-1.0,36.0,50.0, White,1
2279,1.0,37949.0,-1.0,31.0,42.0, White,-1
2280,1.0,77156.0,-1.0,39.0,54.0, White,1
2281,1.0,29083.0,-2.0,37.0,7.0, Amer-Indian-Eskimo,-1
2282,1.0,167877.0,1.0,23.0,35.0, White,-1
2283,1.0,150141.0,2.0,28.0,41.0, White,-1
2284,0.0,365895.0,1.0,25.0,26.0, White,-1
2285,0.0,105057.0,-1.0,37.0,40.0, White,1
2286,1.0,145646.0,-1.0,47.0,40.0, White,1
2287,1.0,161559.0,1.0,38.0,40.0, Black,-1
2288,0.0,77227.0,-1.0,37.0,41.0, White,-1
2289,0.0,241135.0,1.0,38.0,59.0, White,-1
2290,-1.0,155995.0,0.0,87.0,41.0, White,1
2291,20051.0,45754.0,-1.0,71.0,30.0, White,1
2292,1.0,256365.0,2.0,25.0,40.0, White,-1
2293,0.0,105817.0,0.0,40.0,48.0, White,1
2294,1.0,29712.0,-1.0,78.0,34.0, White,1
2295,1.0,107892.0,2.0,21.0,19.0, White,-1
2296,2.0,77581.0,-1.0,42.0,39.0, Asian-Pac-Islander,-1
2297,15024.0,209782.0,-1.0,35.0,60.0, White,1
2298,5180.0,89370.0,-1.0,34.0,55.0, Black,1
2299,-1.0,227553.0,-1.0,34.0,59.0, Asian-Pac-Islander,-1
2300,3326.0,292579.0,2.0,38.0,40.0, White,-1
2301,1.0,409197.0,0.0,36.0,41.0, White,-1
2302,0.0,196971.0,0.0,32.0,70.0, White,-1
2303,0.0,219810.0,-1.0,25.0,43.0, White,-1
2304,0.0,117181.0,0.0,38.0,41.0, White,-1
2305,5178.0,228333.0,-1.0,42.0,45.0, White,1
2306,1.0,236401.0,-1.0,40.0,45.0, White,1
2307,2.0,193458.0,-1.0,47.0,40.0, White,-1
2308,1.0,223378.0,0.0,23.0,39.0, White,-1
2309,1.0,33010.0,-1.0,38.0,50.0, White,-1
2310,7687.0,173872.0,-1.0,38.0,35.0, Asian-Pac-Islander,1
2311,1.0,240452.0,-1.0,35.0,45.0, White,-1
2312,1.0,160271.0,1.0,28.0,41.0, Black,-1
2313,0.0,230416.0,0.0,27.0,39.0, White,-1
2314,2.0,156543.0,0.0,64.0,40.0, Black,-1
2315,-1.0,247037.0,-1.0,44.0,49.0, White,-1
2316,9386.0,410213.0,-1.0,66.0,35.0, White,1
2317,1.0,191887.0,1.0,23.0,38.0, Black,-1
2318,0.0,54275.0,1.0,69.0,12.0, White,-1
2319,1.0,206006.0,0.0,40.0,41.0, White,-1
2320,1.0,49336.0,-1.0,48.0,70.0, White,1
2321,0.0,403499.0,1.0,36.0,40.0, White,-1
2322,0.0,232161.0,-1.0,49.0,40.0, White,-1
2323,0.0,339559.0,-2.0,49.0,50.0, Asian-Pac-Islander,-1
2324,1.0,186831.0,0.0,36.0,40.0, White,1
2325,1.0,89999.0,1.0,22.0,34.0, White,-1
2326,1.0,112148.0,-1.0,33.0,30.0, White,-1
2327,1.0,244578.0,2.0,19.0,11.0, White,-1
2328,1.0,220706.0,-1.0,36.0,40.0, White,1
2329,1.0,135117.0,-1.0,52.0,55.0, White,1
2330,7299.0,209427.0,-1.0,24.0,59.0, White,1
2331,0.0,199701.0,0.0,45.0,20.0, White,-1
2332,1.0,240182.0,1.0,28.0,40.0, White,-1
2333,1.0,94499.0,0.0,18.0,30.0, White,-1
2334,0.0,190554.0,-1.0,29.0,45.0, White,1
2335,1.0,264538.0,1.0,19.0,23.0, White,-1
2336,1.0,189933.0,-1.0,37.0,50.0, White,1
2337,3.0,182051.0,-1.0,64.0,50.0, White,-1
2338,4650.0,271184.0,1.0,32.0,38.0, Black,-1
2339,0.0,203046.0,0.0,31.0,41.0, White,-1
2340,1.0,100746.0,-1.0,32.0,40.0, White,1
2341,15024.0,169282.0,0.0,32.0,40.0, White,1
2342,1.0,24254.0,-1.0,61.0,39.0, White,-1
2343,1.0,132236.0,-1.0,41.0,50.0, White,-1
2344,4866.0,199128.0,2.0,29.0,40.0, White,-1
2345,0.0,223225.0,-1.0,33.0,44.0, White,-1
2346,1.0,284870.0,-2.0,27.0,49.0, White,-1
2347,1.0,112862.0,1.0,25.0,34.0, White,-1
2348,0.0,92982.0,0.0,43.0,41.0, Black,-1
2349,1.0,181563.0,-1.0,36.0,40.0, White,-1
2350,1.0,266679.0,1.0,26.0,19.0, White,-1
2351,0.0,29158.0,-1.0,34.0,55.0, White,1
2352,-1.0,389869.0,1.0,27.0,60.0, White,-1
2353,1.0,111601.0,-1.0,42.0,40.0, White,-1
2354,2.0,232949.0,1.0,26.0,38.0, White,-1
2355,3104.0,103549.0,-1.0,46.0,40.0, White,1
2356,1.0,249823.0,0.0,62.0,36.0, White,-1
2357,0.0,30789.0,-1.0,26.0,40.0, White,1
2358,1.0,184789.0,2.0,22.0,40.0, White,-1
2359,0.0,93465.0,-1.0,53.0,39.0, Asian-Pac-Islander,1
2360,0.0,178117.0,1.0,32.0,39.0, White,-1
2361,2.0,198966.0,0.0,24.0,35.0, Other,-1
2362,0.0,130156.0,-1.0,54.0,46.0, White,-1
2363,1.0,171816.0,-1.0,49.0,40.0, White,-1
2364,0.0,436431.0,-2.0,22.0,39.0, White,-1
2365,2.0,162211.0,0.0,18.0,15.0, White,-1
2366,1.0,97481.0,-1.0,49.0,39.0, White,1
2367,1.0,158613.0,1.0,33.0,6.0, White,-1
2368,1.0,348440.0,-1.0,60.0,40.0, White,1
2369,1.0,109388.0,-2.0,72.0,35.0, Black,-1
2370,1.0,189012.0,-1.0,47.0,39.0, White,-1
2371,1.0,210601.0,-1.0,41.0,40.0, White,-1
2372,0.0,37180.0,0.0,67.0,41.0, White,1
2373,1.0,169597.0,1.0,38.0,51.0, White,1
2374,2.0,180633.0,-1.0,35.0,40.0, Black,-1
2375,0.0,186324.0,1.0,50.0,51.0, White,-1
2376,0.0,106485.0,1.0,37.0,36.0, White,-1
2377,1.0,37315.0,0.0,26.0,40.0, White,-1
2378,1.0,91619.0,-1.0,50.0,39.0, White,-1
2379,2.0,263905.0,0.0,39.0,40.0, Black,-1
2380,1.0,335388.0,3.0,26.0,38.0, White,-1
2381,1.0,186541.0,1.0,39.0,41.0, White,-1
2382,0.0,42717.0,3.0,21.0,29.0, White,-1
2383,1.0,180123.0,1.0,32.0,46.0, White,-1
2384,1.0,191209.0,1.0,43.0,41.0, White,-1
2385,0.0,209123.0,-1.0,30.0,41.0, White,-1
2386,1.0,199235.0,0.0,27.0,30.0, White,-1
2387,2653.0,42505.0,0.0,66.0,8.0, White,-1
2388,0.0,63585.0,1.0,19.0,37.0, White,-1
2389,2.0,227954.0,1.0,22.0,39.0, White,-1
2390,7299.0,297562.0,-1.0,55.0,39.0, White,1
2391,0.0,343593.0,-1.0,47.0,77.0, White,-1
2392,2203.0,230256.0,1.0,37.0,100.0, White,-1
2393,0.0,110209.0,-1.0,58.0,18.0, White,-1
2394,0.0,178704.0,1.0,34.0,45.0, White,-1
2395,-1.0,165868.0,-1.0,35.0,38.0, White,-1
2396,1.0,27576.0,0.0,36.0,27.0, Amer-Indian-Eskimo,1
2397,1.0,221753.0,-1.0,56.0,40.0, White,-1
2398,1.0,113757.0,-1.0,35.0,38.0, Black,-1
2399,1.0,128797.0,-2.0,72.0,35.0, Black,-1
2400,1.0,97482.0,-1.0,25.0,40.0, White,-1
2401,7688.0,153068.0,-2.0,53.0,10.0, White,1
2402,1.0,190496.0,-1.0,58.0,41.0, White,1
2403,0.0,326294.0,1.0,22.0,19.0, Asian-Pac-Islander,-1
2404,1.0,61297.0,-1.0,40.0,39.0, White,-1
2405,1.0,214299.0,-1.0,32.0,39.0, White,-1
2406,1.0,198866.0,1.0,19.0,30.0, White,-1
2407,0.0,914072.0,-1.0,51.0,43.0, White,1
2408,1.0,186660.0,2.0,24.0,25.0, White,-1
2409,0.0,350772.0,-1.0,49.0,60.0, White,1
2410,0.0,197993.0,-3.0,76.0,8.0, White,-1
2411,2.0,188581.0,-1.0,38.0,40.0, White,-1
2412,2.0,112785.0,-1.0,33.0,45.0, White,-1
2413,1.0,100355.0,1.0,23.0,53.0, White,-1
2414,0.0,291796.0,-1.0,49.0,40.0, White,-1
2415,0.0,156398.0,-2.0,70.0,40.0, White,-1
2416,0.0,295177.0,-2.0,39.0,40.0, Black,-1
2417,2.0,132863.0,1.0,48.0,40.0, Black,-1
2418,2.0,300508.0,-1.0,33.0,39.0, Black,-1
2419,1.0,338104.0,0.0,57.0,40.0, White,-1
2420,1.0,104266.0,1.0,29.0,50.0, White,-1
2421,0.0,112260.0,1.0,43.0,51.0, White,-1
2422,0.0,73082.0,0.0,44.0,40.0, White,-1
2423,1.0,51216.0,-2.0,48.0,50.0, White,1
2424,7298.0,289404.0,-1.0,51.0,40.0, White,1
2425,1.0,219557.0,-1.0,37.0,59.0, White,1
2426,1.0,194499.0,1.0,39.0,41.0, White,-1
2427,1.0,358668.0,-1.0,35.0,51.0, White,1
2428,0.0,286040.0,-1.0,40.0,52.0, White,-1
2429,0.0,401487.0,0.0,59.0,41.0, White,1
2430,1.0,197977.0,1.0,28.0,40.0, White,-1
2431,3.0,216653.0,-1.0,47.0,20.0, White,-1
2432,0.0,355544.0,0.0,73.0,23.0, White,-1
2433,1.0,193140.0,2.0,21.0,29.0, White,-1
2434,0.0,67739.0,-1.0,47.0,10.0, White,-1
2435,1.0,209639.0,-1.0,38.0,41.0, White,-1
2436,1.0,143973.0,1.0,22.0,39.0, Black,-1
2437,100000.0,249083.0,-1.0,58.0,59.0, White,1
2438,1.0,285750.0,-2.0,64.0,50.0, White,1
2439,0.0,130235.0,-1.0,64.0,59.0, White,1
2440,0.0,201825.0,1.0,22.0,29.0, Black,-1
2441,0.0,67257.0,-1.0,42.0,45.0, White,1
2442,1.0,202276.0,2.0,37.0,39.0, White,-1
2443,1.0,122058.0,2.0,22.0,28.0, White,-1
2444,1.0,231876.0,0.0,24.0,38.0, White,-1
2445,1.0,211452.0,0.0,35.0,45.0, White,-1
2446,2.0,25966.0,1.0,28.0,40.0, Amer-Indian-Eskimo,-1
2447,0.0,274510.0,-2.0,62.0,40.0, Black,-1
2448,1.0,305480.0,-1.0,45.0,39.0, Black,-1
2449,1.0,222709.0,-1.0,72.0,4.0, White,-1
2450,0.0,120470.0,0.0,35.0,40.0, White,-1
2451,1.0,31668.0,0.0,26.0,33.0, White,-1
2452,1.0,327089.0,2.0,20.0,39.0, White,-1
2453,2.0,234641.0,-1.0,42.0,48.0, White,-1
2454,7688.0,203789.0,-1.0,27.0,45.0, White,1
2455,0.0,242150.0,1.0,25.0,20.0, White,-1
2456,1.0,276946.0,1.0,20.0,24.0, White,-1
2457,2.0,117537.0,1.0,39.0,37.0, White,-1
2458,0.0,171361.0,-1.0,43.0,49.0, White,1
2459,1.0,138482.0,2.0,44.0,40.0, White,-1
2460,0.0,329356.0,-1.0,41.0,35.0, White,1
2461,2.0,64424.0,0.0,60.0,38.0, White,-1
2462,1.0,265588.0,0.0,61.0,41.0, White,-1
2463,1.0,218225.0,2.0,23.0,34.0, White,-1
2464,0.0,116380.0,-1.0,39.0,47.0, White,-1
2465,1.0,403108.0,2.0,24.0,40.0, White,-1
2466,4787.0,103404.0,2.0,31.0,41.0, White,1
2467,0.0,624016.0,0.0,27.0,39.0, White,-1
2468,1.0,344104.0,1.0,29.0,40.0, White,-1
2469,1.0,147387.0,-1.0,69.0,45.0, White,-1
2470,5014.0,90589.0,-1.0,51.0,50.0, Black,-1
2471,1.0,91981.0,0.0,49.0,35.0, White,1
2472,0.0,275243.0,-1.0,59.0,70.0, White,1
2473,1.0,340442.0,1.0,26.0,41.0, White,-1
2474,3104.0,158604.0,-1.0,35.0,50.0, White,1
2475,1.0,278313.0,-1.0,50.0,55.0, White,-1
2476,2.0,300688.0,-1.0,32.0,50.0, Black,-1
2477,6850.0,160204.0,2.0,38.0,81.0, White,-1
2478,1.0,148439.0,-1.0,30.0,59.0, White,-1
2479,1.0,210487.0,1.0,26.0,40.0, White,-1
2480,0.0,510085.0,-1.0,41.0,40.0, White,1
2481,4865.0,328916.0,1.0,24.0,35.0, White,-1
2482,1.0,247207.0,0.0,26.0,34.0, White,-1
2483,0.0,180697.0,-1.0,55.0,40.0, White,1
2484,1.0,178773.0,-1.0,61.0,25.0, White,-1
2485,1.0,218500.0,1.0,40.0,40.0, White,-1
2486,1.0,44057.0,1.0,20.0,41.0, White,-1
2487,0.0,125280.0,1.0,42.0,40.0, Black,-1
2488,0.0,76859.0,1.0,37.0,42.0, Black,-1
2489,-1.0,484489.0,1.0,37.0,60.0, Black,-1
2490,1.0,114368.0,1.0,23.0,34.0, White,-1
2491,15025.0,219633.0,-1.0,34.0,40.0, White,1
2492,0.0,33028.0,0.0,22.0,39.0, White,-1
2493,1.0,319215.0,0.0,48.0,39.0, White,-1
2494,0.0,389192.0,-2.0,56.0,60.0, White,-1
2495,2.0,262129.0,1.0,36.0,40.0, Amer-Indian-Eskimo,-1
2496,0.0,141353.0,-1.0,50.0,50.0, White,-1
2497,1.0,189709.0,-1.0,35.0,32.0, White,-1
2498,-1.0,307603.0,-1.0,42.0,6.0, Asian-Pac-Islander,-1
2499,1.0,116544.0,1.0,32.0,41.0, White,-1
2500,0.0,142633.0,1.0,29.0,41.0, White,-1
2501,1.0,327587.0,-1.0,46.0,41.0, White,-1
2502,1.0,24906.0,1.0,22.0,33.0, White,-1
2503,1.0,69260.0,-1.0,37.0,40.0, Asian-Pac-Islander,-1
2504,1.0,91724.0,-1.0,38.0,42.0, White,-1
2505,1.0,93728.0,-1.0,40.0,46.0, White,-1
2506,0.0,111514.0,1.0,40.0,32.0, White,-1
2507,1.0,193551.0,-1.0,42.0,10.0, White,-1
2508,0.0,307280.0,2.0,26.0,41.0, White,-1
2509,1.0,249209.0,0.0,53.0,55.0, White,1
2510,0.0,201705.0,-2.0,64.0,40.0, White,-1
2511,2.0,188655.0,-1.0,51.0,28.0, White,-1
2512,1.0,255014.0,-1.0,34.0,50.0, White,-1
2513,1.0,100155.0,1.0,36.0,19.0, White,-1
2514,595.0,183281.0,1.0,19.0,30.0, White,-1
2515,0.0,44682.0,-2.0,45.0,38.0, White,-1
2516,0.0,354364.0,1.0,25.0,41.0, White,-1
2517,1.0,346199.0,-1.0,43.0,39.0, White,1
2518,2.0,304873.0,-1.0,51.0,34.0, Black,-1
2519,1.0,505378.0,1.0,68.0,69.0, White,-1
2520,0.0,268529.0,3.0,20.0,40.0, White,-1
2521,0.0,210309.0,0.0,27.0,40.0, White,-1
2522,2.0,105063.0,1.0,19.0,16.0, White,-1
2523,2.0,145448.0,-1.0,35.0,39.0, White,-1
2524,0.0,56085.0,-1.0,49.0,40.0, White,1
2525,1.0,233741.0,0.0,34.0,50.0, Black,1
2526,2.0,265941.0,0.0,44.0,45.0, White,-1
2527,2.0,154357.0,1.0,76.0,11.0, White,-1
2528,0.0,279186.0,-1.0,42.0,41.0, White,-1
2529,0.0,172914.0,-2.0,53.0,60.0, White,1
2530,1.0,182666.0,-1.0,46.0,52.0, White,1
2531,0.0,175443.0,0.0,20.0,39.0, White,-1
2532,2.0,181469.0,-1.0,33.0,36.0, White,-1
2533,3326.0,149781.0,-1.0,41.0,41.0, White,-1
2534,1.0,45373.0,-1.0,44.0,43.0, White,1
2535,2.0,180020.0,0.0,51.0,38.0, White,-1
2536,0.0,103897.0,-2.0,37.0,15.0, White,-1
2537,1.0,233208.0,1.0,22.0,40.0, White,-1
2538,0.0,124984.0,-1.0,49.0,25.0, White,-1
2539,-1.0,29069.0,-1.0,64.0,13.0, White,-1
2540,2.0,136341.0,-1.0,35.0,60.0, White,-1
2541,1.0,106910.0,-1.0,43.0,39.0, White,-1
2542,0.0,314474.0,1.0,27.0,39.0, White,-1
2543,0.0,152821.0,0.0,50.0,40.0, White,1
2544,0.0,76738.0,1.0,52.0,39.0, White,-1
2545,0.0,55868.0,-1.0,43.0,40.0, White,-1
2546,2.0,36807.0,1.0,18.0,17.0, White,-1
2547,2105.0,243642.0,-2.0,51.0,21.0, Asian-Pac-Islander,-1
2548,0.0,155667.0,1.0,48.0,41.0, White,-1
2549,1.0,173996.0,-1.0,52.0,48.0, White,1
2550,1.0,115732.0,1.0,19.0,12.0, White,-1
2551,1.0,154567.0,1.0,20.0,14.0, White,-1
2552,-1.0,234988.0,0.0,35.0,39.0, White,1
2553,2.0,122917.0,-1.0,27.0,40.0, White,-1
2554,0.0,187425.0,1.0,37.0,51.0, White,1
2555,2.0,193295.0,1.0,33.0,41.0, White,-1
2556,1.0,96229.0,-1.0,30.0,49.0, White,-1
2557,2.0,117778.0,1.0,20.0,39.0, White,-1
2558,2.0,81543.0,1.0,47.0,40.0, Asian-Pac-Islander,-1
2559,1.0,202134.0,-1.0,23.0,50.0, White,-1
2560,0.0,225673.0,1.0,41.0,41.0, White,-1
2561,-1.0,203292.0,2.0,26.0,21.0, Asian-Pac-Islander,-1
2562,1.0,151970.0,-1.0,43.0,36.0, White,-1
2563,0.0,370476.0,-1.0,48.0,37.0, White,1
2564,1.0,202056.0,2.0,32.0,21.0, White,-1
2565,0.0,197300.0,-1.0,60.0,40.0, White,1
2566,0.0,285574.0,-1.0,49.0,48.0, White,-1
2567,1.0,380910.0,1.0,23.0,39.0, White,-1
2568,1.0,325227.0,1.0,20.0,31.0, White,-1
2569,0.0,111071.0,1.0,26.0,50.0, White,-1
2570,0.0,162323.0,2.0,27.0,50.0, Asian-Pac-Islander,-1
2571,1.0,137001.0,-1.0,43.0,40.0, White,-1
2572,0.0,97670.0,-3.0,33.0,40.0, White,-1
2573,1.0,229127.0,1.0,57.0,31.0, White,-1
2574,0.0,161465.0,-1.0,44.0,40.0, White,1
2575,1.0,195769.0,0.0,32.0,34.0, White,-1
2576,1.0,277795.0,-2.0,43.0,61.0, White,1
2577,0.0,120211.0,1.0,38.0,39.0, Other,-1
2578,1.0,238951.0,-1.0,24.0,43.0, White,-1
2579,-1.0,94819.0,-1.0,68.0,41.0, White,-1
2580,2.0,219767.0,-1.0,39.0,40.0, White,-1
2581,0.0,160742.0,-1.0,35.0,45.0, White,1
2582,0.0,308958.0,2.0,40.0,50.0, White,-1
2583,3103.0,185869.0,-1.0,48.0,58.0, White,1
2584,1.0,163763.0,-2.0,49.0,36.0, White,-1
2585,3103.0,48368.0,0.0,53.0,52.0, White,1
2586,0.0,77802.0,-2.0,38.0,56.0, White,-1
2587,1.0,114762.0,0.0,46.0,37.0, White,-1
2588,1.0,234267.0,2.0,27.0,40.0, White,-1
2589,2.0,152626.0,-1.0,45.0,40.0, White,-1
2590,2.0,204578.0,0.0,52.0,45.0, White,-1
2591,0.0,145218.0,-1.0,61.0,59.0, White,-1
2592,0.0,240712.0,-1.0,41.0,50.0, White,1
2593,0.0,195192.0,-2.0,73.0,32.0, White,-1
2594,1.0,299546.0,1.0,29.0,54.0, White,-1
2595,1.0,238812.0,-1.0,36.0,48.0, White,1
2596,1.0,150529.0,-1.0,44.0,40.0, White,-1
2597,0.0,237912.0,0.0,35.0,40.0, White,-1
2598,0.0,257944.0,-1.0,52.0,39.0, White,-1
2599,1.0,385582.0,-1.0,45.0,40.0, White,1
2600,1.0,179678.0,2.0,45.0,41.0, White,-1
2601,1.0,259738.0,-1.0,36.0,54.0, White,-1
2602,1.0,277782.0,-1.0,54.0,39.0, Black,-1
2603,0.0,67209.0,1.0,53.0,49.0, White,-1
2604,1.0,22425.0,-1.0,42.0,85.0, Amer-Indian-Eskimo,-1
2605,1.0,99382.0,1.0,44.0,41.0, White,-1
2606,7298.0,147643.0,-2.0,55.0,35.0, White,1
2607,1.0,145721.0,-1.0,32.0,47.0, White,-1
2608,1.0,49365.0,2.0,31.0,40.0, Black,-1
2609,1.0,214966.0,1.0,21.0,29.0, White,-1
2610,1.0,66182.0,1.0,31.0,39.0, White,-1
2611,0.0,136758.0,2.0,38.0,35.0, White,-1
2612,0.0,258242.0,0.0,28.0,37.0, White,-1
2613,1.0,43947.0,1.0,20.0,10.0, White,-1
2614,1.0,114647.0,1.0,34.0,39.0, White,-1
2615,-1.0,104103.0,-1.0,72.0,39.0, White,-1
2616,1.0,137520.0,-1.0,22.0,19.0, White,-1
2617,1.0,123597.0,2.0,23.0,24.0, Other,-1
2618,1.0,293638.0,-1.0,44.0,50.0, White,1
2619,0.0,239419.0,-2.0,40.0,41.0, White,1
2620,0.0,593259.0,1.0,39.0,50.0, White,1
2621,7299.0,30279.0,0.0,38.0,30.0, White,1
2622,1.0,48465.0,1.0,33.0,40.0, White,-1
2623,1.0,153905.0,0.0,64.0,25.0, White,-1
2624,0.0,182131.0,2.0,24.0,28.0, White,-1
2625,0.0,231161.0,-1.0,29.0,50.0, White,1
2626,1.0,184187.0,-1.0,54.0,49.0, White,1
2627,0.0,29712.0,1.0,41.0,83.0, White,-1
2628,1.0,276772.0,0.0,43.0,60.0, White,1
2629,1.0,179739.0,1.0,37.0,21.0, White,-1
2630,1.0,234581.0,0.0,64.0,39.0, White,-1
2631,1.0,143495.0,-2.0,34.0,40.0, Black,-1
2632,1.0,143072.0,1.0,20.0,40.0, White,-1
2633,1.0,146526.0,-1.0,49.0,47.0, White,-1
2634,0.0,180406.0,0.0,20.0,35.0, Asian-Pac-Islander,-1
2635,2.0,108265.0,0.0,32.0,60.0, White,1
2636,1.0,211402.0,1.0,27.0,48.0, White,-1
2637,0.0,271251.0,2.0,26.0,41.0, Black,-1
2638,-1.0,197834.0,1.0,25.0,40.0, White,-1
2639,-1.0,167693.0,-1.0,40.0,39.0, White,1
2640,1.0,30112.0,-1.0,31.0,39.0, White,1
2641,0.0,232235.0,-1.0,48.0,51.0, White,1
2642,-1.0,212603.0,0.0,30.0,54.0, White,-1
2643,1.0,306166.0,-1.0,35.0,45.0, White,-1
2644,0.0,70995.0,-1.0,31.0,73.0, White,-1
2645,1.0,185467.0,-1.0,57.0,41.0, White,-1
2646,2.0,91147.0,1.0,17.0,8.0, White,-1
2647,1.0,347667.0,-1.0,43.0,59.0, White,-1
2648,2.0,189769.0,-1.0,32.0,50.0, White,-1
2649,0.0,272805.0,-1.0,49.0,41.0, Black,-1
2650,0.0,95717.0,-2.0,28.0,42.0, Asian-Pac-Islander,-1
2651,0.0,111724.0,-2.0,71.0,15.0, White,-1
2652,0.0,132780.0,-1.0,32.0,50.0, White,1
2653,-1.0,162258.0,-1.0,62.0,34.0, White,-1
2654,1.0,152152.0,-1.0,78.0,19.0, White,-1
2655,0.0,186581.0,-2.0,56.0,2.0, White,-1
2656,1.0,193394.0,0.0,25.0,41.0, Amer-Indian-Eskimo,-1
2657,1.0,185788.0,1.0,33.0,60.0, White,-1
2658,2.0,162383.0,0.0,34.0,35.0, White,-1
2659,1.0,343112.0,2.0,40.0,48.0, Black,-1
2660,3820.0,148956.0,-1.0,77.0,29.0, Black,-1
2661,0.0,147397.0,-1.0,62.0,38.0, White,1
2662,-1.0,187216.0,-1.0,32.0,50.0, White,-1
2663,0.0,147218.0,-1.0,39.0,35.0, White,-1
2664,0.0,228195.0,-1.0,65.0,40.0, White,1
2665,0.0,177440.0,-2.0,30.0,39.0, White,-1
2666,0.0,161295.0,-2.0,32.0,46.0, White,-1
2667,1.0,133543.0,0.0,35.0,20.0, Asian-Pac-Islander,-1
2668,2.0,117856.0,-1.0,46.0,41.0, White,-1
2669,9387.0,132684.0,-1.0,71.0,4.0, White,1
2670,1.0,98376.0,-2.0,38.0,50.0, White,1
2671,1.0,226509.0,-1.0,38.0,50.0, White,-1
2672,1.0,35655.0,1.0,31.0,40.0, White,-1
2673,1.0,49340.0,-1.0,36.0,40.0, White,1
2674,14085.0,142747.0,1.0,20.0,19.0, White,1
2675,0.0,207850.0,-1.0,56.0,20.0, White,-1
2676,5180.0,269366.0,-1.0,32.0,49.0, White,1
2677,1.0,190300.0,-1.0,34.0,40.0, White,1
2678,1.0,209042.0,1.0,27.0,51.0, White,-1
2679,1.0,174581.0,-2.0,36.0,40.0, Black,-1
2680,1.0,198592.0,0.0,30.0,35.0, White,-1
2681,1.0,128065.0,-1.0,30.0,60.0, White,-1
2682,1.0,319281.0,-1.0,41.0,49.0, White,-1
2683,1.0,91866.0,-1.0,40.0,39.0, White,-1
2684,2.0,376427.0,1.0,21.0,39.0, White,-1
2685,1.0,323838.0,-1.0,32.0,45.0, White,-1
2686,0.0,209658.0,1.0,23.0,6.0, White,-1
2687,0.0,90882.0,1.0,30.0,40.0, Black,-1
2688,1.0,287466.0,-1.0,54.0,40.0, White,1
2689,0.0,208959.0,1.0,23.0,40.0, White,-1
2690,1.0,130818.0,0.0,36.0,99.0, White,1
2691,1.0,247096.0,-1.0,24.0,56.0, Other,-1
2692,1.0,249158.0,1.0,23.0,24.0, White,-1
2693,1.0,187147.0,0.0,60.0,41.0, White,-1
2694,1.0,168415.0,-1.0,35.0,60.0, White,1
2695,0.0,155446.0,-1.0,53.0,51.0, White,-1
2696,-1.0,164607.0,2.0,46.0,42.0, White,-1
2697,1.0,211177.0,0.0,39.0,34.0, White,-1
2698,0.0,162698.0,-1.0,26.0,39.0, White,-1
2699,0.0,185084.0,-1.0,58.0,39.0, Black,1
2700,2.0,154160.0,-1.0,49.0,50.0, White,-1
2701,0.0,166269.0,0.0,58.0,48.0, White,-1
2702,0.0,190664.0,-1.0,31.0,40.0, Asian-Pac-Islander,-1
2703,0.0,165805.0,1.0,63.0,8.0, White,-1
2704,0.0,313180.0,0.0,64.0,41.0, White,-1
2705,0.0,188289.0,-1.0,37.0,39.0, Asian-Pac-Islander,-1
2706,0.0,209311.0,-1.0,29.0,59.0, White,-1
2707,2.0,194829.0,0.0,41.0,41.0, White,-1
